ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Target
31,1.159246666,-0.891497486,-1.543534601,0.003429326357,0.6632996156,5.16E-10
32,-0.5902892102,-1.734875305,0.8629324547,1.949982606,0.9596246217,-5.29E-09
33,-0.1235717404,-0.615218012,-1.841780781,-0.4176107168,1.26188068,1.95E-10
34,-1.424308314,1.058800608,0.6957389779,1.664126888,1.777039334,-2.25E-09
35,-0.4297694113,-1.064924819,0.6116372718,-0.8790717079,-0.8867441019,-3.39E-10
36,-1.410882384,0.2108228342,-0.8158799207,-0.9431368554,-1.576855063,2.67E-09
37,0.1442889357,1.349989802,-1.429571379,-1.255028549,0.235523778,-5.52E-09
38,0.523908813,-0.4407384108,-0.0995258299,-0.107124271,-1.689171755,-2.94E-09
39,-1.312832546,-1.961002325,1.497179541,1.055945206,-1.382922405,4.17E-09
40,1.558484943,0.8103062799,-1.760351296,0.6816391064,-1.036057642,2.37E-09
41,0.9968734895,1.162743001,0.3501750812,0.2931559234,-0.3705299744,-2.22E-10
42,1.029186235,-0.1360178215,0.1182622635,0.06278595455,1.518817248,-3.19E-10
43,-0.6116922263,1.738494499,-0.9930181383,-1.182593082,-0.4302580778,5.80E-10
44,1.672306209,-0.8798506818,1.433366707,-0.8311270782,1.643080647,2.42E-08
45,1.9397583,-1.696303786,1.486198758,-1.192215857,0.2439073894,4.34E-08
46,1.901292788,1.67138254,-1.153492395,-1.562117311,-1.659119142,7.65E-09
47,-1.449690254,1.43775732,1.824044122,0.492370108,-0.6702400646,7.59E-10
48,1.487886957,0.7784358116,-1.885845062,0.4430307058,1.725388473,-9.11E-09
49,-1.7668177,-0.5964118103,0.919011559,0.7384761061,-1.786609102,-5.52E-09
50,-0.6896836787,1.706993642,-1.950436727,-0.2340760102,0.2970809174,1.38E-09
51,-0.3030762275,-1.106812868,-0.01122277196,1.871729412,0.2218218599,4.29E-09
52,1.869225112,0.3392053999,0.7046959969,0.8397978526,1.013945498,1.33E-08
53,-0.9509438228,0.3803117228,-1.794296746,-0.0145350112,0.3873713957,2.58E-09
54,0.1459243395,-1.337542177,1.770184578,1.505876114,-1.950387638,-3.24E-09
55,-1.691641576,0.05050118004,1.634000981,-1.11041606,0.4188779574,8.82E-10
56,1.445450876,1.324539062,-0.8718305808,0.1909497773,-1.667129189,5.68E-09
57,-1.551545729,-0.9416511608,-0.6249075286,0.1508203936,-1.787076917,5.25E-09
58,-0.9236539851,0.01679201816,-1.625320759,0.06590205465,1.609891447,-2.40E-10
59,0.9387978154,-0.3095636913,0.8086170253,1.322626805,-0.3731116092,6.77E-10
60,-1.31975915,-0.1530337526,0.2045731695,-0.3834660867,-1.912482446,-4.51E-09
61,-0.9809745255,0.2763104951,-0.7822663122,-1.373355307,0.722055714,-9.68E-10
62,0.1231088123,-1.728568842,1.100279964,1.76532623,1.407375832,-1.32E-08
63,1.909225898,0.1831593812,0.05171872343,-0.7448238489,-0.9805293905,1.18E-08
64,-1.131564673,-1.504714007,1.623457899,0.5343991071,0.5759632416,-4.97E-10
65,0.179571978,-1.886642386,1.331967057,1.492663453,0.9452421896,-1.88E-09
66,1.4886292,-1.009816843,1.324427055,1.040817454,-1.692594494,1.16E-08
67,-0.5218924886,1.605972673,0.8350647015,1.557724712,-1.214221418,-1.52E-09
68,-1.075768571,-1.269545519,0.5964860288,0.1357048796,1.421232312,-1.28E-09
69,-0.150744567,0.6206838543,0.7424682984,-1.104944652,-0.2808845522,-1.86E-10
70,-0.9057256987,-0.6282297687,1.018793281,0.4817943341,1.890293972,-3.40E-09
71,0.5961288401,1.712510898,-0.4769091349,-0.401071914,-0.3450123817,-4.64E-09
72,0.1957640224,0.6601817523,-1.198984327,-1.607609956,-0.4917056986,-1.65E-09
73,-1.193446082,-0.4784602207,-1.714155498,-1.443401147,0.2652023305,-2.35E-09
74,1.206102559,-0.6495991669,0.8989764366,-1.884067106,0.2312197696,8.24E-09
75,-0.6844115465,-0.3403016299,0.1594008916,-0.7733473104,-0.3873959465,-2.26E-10
76,1.680208021,1.57014223,-1.240612848,1.096969937,0.946817146,-5.24E-09
77,-0.9524237902,0.4751005938,-0.2711181865,0.9561925435,0.1819521263,3.46E-10
78,-0.6827148901,-1.831198126,-0.014819498,0.1778453286,-1.326237795,-6.45E-09
79,1.621572932,-0.1924700254,-1.963747607,1.170124236,-0.8597246381,-4.54E-09
80,-0.9510682099,-1.486553257,-0.2353048964,0.3376583812,-0.3000674155,-1.49E-09
81,1.764006213,-1.345595074,-0.3946662902,-0.9830601315,0.5915001786,9.25E-09
82,-0.854659499,0.3760995706,0.1277424248,-0.7747493044,-0.6077044252,1.63E-10
83,1.426775213,-0.1584764983,1.305997449,-0.3075780749,-0.990771437,5.31E-09
84,-0.332956319,-1.929458308,-1.376578619,-0.975620292,1.124007753,-2.64E-08
85,-0.1767834016,-0.9790827204,0.3435776637,0.9670485822,1.661335712,-3.15E-09
86,-1.329204862,1.979420878,0.49804239,-0.9235546325,1.489796908,-1.17E-08
87,-1.285178998,0.2014668743,-1.298286583,1.382277726,-0.7909757404,-9.00E-10
88,-1.901547978,1.171242247,-1.991771917,-0.6243476433,-0.02166680782,2.21E-08
89,1.55703227,0.7441662529,1.28577166,-1.137109776,0.11348117,8.90E-09
90,1.33265564,0.6552729223,0.7543095582,-1.934054651,0.8411744015,8.38E-09
91,-1.526054202,-1.913504943,-1.892235388,-1.70234218,1.851051982,-3.20E-08
92,-1.300536034,-0.6341848433,-1.490456973,1.247658956,-1.470900864,-1.58E-09
93,-1.031778914,0.6885421896,1.046478461,-1.049449824,0.9128653944,1.99E-10
94,0.8388990514,-1.151628405,0.538513149,-1.912062496,0.5347513513,6.05E-09
95,0.0692575358,-0.9488893519,0.3155986141,1.117554071,-0.7589115768,1.97E-09
96,1.380939903,-1.157124439,1.433465397,0.3359689313,1.350620487,9.02E-09
97,1.143128602,-0.714520177,-1.850048173,1.671210161,-1.441430679,-1.01E-08
98,0.8858564018,-1.192369472,-0.4373489397,1.433073014,-0.4127714428,2.21E-09
99,-1.087925065,-0.8359518081,0.3007290169,-1.525894696,0.6378901879,-3.80E-09
100,-1.941442824,-1.660247365,1.541671062,-1.771537735,0.9794703383,-5.82E-09
101,-0.2285560427,-1.567074654,1.152319039,-1.803646055,-1.321237306,3.87E-09
102,-1.008292482,1.677949743,0.3064436041,0.5015138263,0.7276574513,-1.25E-09
103,-1.618210002,1.732416451,-0.4671743735,-0.4152069912,-1.027652122,5.70E-09
104,-1.049776155,-0.5896028995,-1.984745778,-1.640151303,-1.493078589,-2.37E-09
105,0.6350119361,1.982259607,-0.09855021849,-1.139806203,-1.134266405,-1.78E-08
106,1.403251944,1.709779309,-1.608675955,-1.008006522,-1.747038218,-5.64E-10
107,1.63825771,-0.9214799649,1.278708011,1.997401202,-1.154274968,1.08E-08
108,-0.6148602431,0.08257817702,-0.2633464331,0.4025224099,1.035045882,-5.27E-11
109,1.426222869,-0.2739859109,0.5805717733,0.2116636007,-1.552744844,1.19E-09
110,-0.4351583812,1.095206002,-0.6010003193,-0.8553635544,-0.6162521788,2.22E-10
111,-0.7400703658,0.2440554577,-1.037493702,0.5694332937,1.161890499,-5.95E-10
112,-0.9825463007,1.462618366,-1.456480554,-1.3475637,1.302009995,5.85E-10
113,-0.7338742554,0.7918207527,1.95297756,0.08891201413,-0.8499247352,2.96E-09
114,-0.5787329121,1.123770681,-0.9322918013,0.8209647861,1.739539454,-5.12E-09
115,-1.594195374,-0.1544742728,1.421187232,0.4015148714,0.2070589306,-2.50E-09
116,1.054902304,1.1498857,1.989453266,-1.14223597,0.4892809818,5.92E-09
117,0.8199693246,1.490056062,-0.3641177393,1.100441512,0.1983222718,-1.69E-09
118,1.549465912,-0.7496328548,1.456726196,1.333915092,1.117158738,7.42E-09
119,0.9674819404,1.986226957,1.210106139,1.316605613,1.805622063,-7.99E-09
120,-0.2994630614,1.397301331,-1.183429623,-0.4043601015,-0.401935343,-1.80E-10
121,0.9290602206,-1.233311128,1.553432847,-1.275757265,1.866654952,1.47E-08
122,0.3195458253,0.2361452076,-1.756440903,-0.09478859119,1.583059707,-2.17E-09
123,0.1593762294,1.461298803,-1.974011281,-1.616090708,1.869933531,-3.57E-08
124,-1.364276213,-0.1801792077,0.5436209415,0.8250433399,-0.6912056405,3.18E-10
125,-0.7612777426,-0.8115313675,-0.7767896702,1.539212324,0.8951809207,-7.48E-10
126,1.610853639,-1.272878011,-1.419099151,1.106629726,-1.537289812,-1.37E-08
127,0.2665868734,-0.4097359648,-1.70387485,-0.5485446804,-0.3677271879,3.28E-09
128,1.273283973,-1.641170038,0.1039157418,-0.6261075677,-1.261779851,-1.00E-08
129,-0.1771641211,1.197478724,1.429552145,1.335441441,0.189619334,1.39E-09
130,-1.072083995,-1.041447528,-0.2801690872,1.245877276,-1.690927712,-8.30E-09
131,1.877667339,1.704648225,-1.843964922,0.1167469959,0.8510958752,-1.84E-08
132,1.481800108,1.328576358,0.1910739833,-1.843128404,-1.740553243,-2.44E-08
133,-0.3589360816,-0.1524130526,-0.2582948173,1.993969877,1.68654899,-7.20E-09
134,0.6531195736,-1.544899227,-0.2874008508,1.428661084,-1.682152141,4.75E-09
135,1.036583291,-0.4447511056,-0.5808421979,0.4992743181,-0.9492723357,4.45E-10
136,-0.7507224549,0.2744218178,-1.671454712,1.972246543,-0.4946430382,-9.72E-09
137,-1.58083562,-1.800147407,-0.3748010954,-1.208778632,1.698467195,-3.20E-08
138,1.701810883,1.735235604,1.939079382,1.895010239,0.8067276553,1.63E-08
139,1.562540783,0.8033383067,1.352442368,1.557587378,-1.399152496,1.41E-08
140,-0.2722092705,-1.84890268,-1.589083771,0.754844262,1.104225103,-1.67E-08
141,0.1888437814,0.133813929,-0.1986733166,0.7820650522,0.1184489425,2.11E-10
142,0.5204105346,1.485817697,1.809329987,0.1729065929,1.129036667,-8.03E-12
143,-0.150554211,-0.439735737,1.454308013,1.717043901,-0.7861871342,-1.13E-09
144,1.784008773,0.8476149698,0.9666435549,-0.002381754479,-0.1010888589,1.11E-08
145,-1.415921329,0.4475615373,1.15106307,-0.06052222018,-0.03908442967,-7.51E-10
146,1.964808215,1.543946878,-0.2921687667,-0.2043346404,-0.768629941,1.15E-08
147,-1.629454149,0.2413888117,-1.891926328,1.865501392,-0.6346779131,-7.43E-10
148,1.789296691,-1.161912268,-0.7966680175,0.8731126246,-1.115525347,-3.80E-09
149,-0.7068315967,-0.3481336289,1.581407469,-0.5619292315,-0.8504029067,-1.97E-10
150,0.3565592635,-1.949090873,1.606576711,0.1825744733,1.474509062,-1.74E-09
151,0.8434246118,0.9607176723,-1.101784407,1.769702983,-0.05318091984,-1.80E-09
152,0.2799979468,-0.6486084651,-1.035142184,-0.4412693448,0.06694305064,9.86E-11
153,1.883936232,0.669712024,1.887656521,1.329912,-0.9166714386,3.33E-08
154,-1.243483563,0.5220099099,1.936125013,-1.143099103,0.8636913087,-2.66E-09
155,-1.414735071,1.194565492,-1.040113239,0.06483043121,1.024788609,3.00E-09
156,1.955087923,-1.711893337,-1.818359376,-1.401641188,-0.4625212971,-2.66E-08
157,-0.05857440833,-1.222439898,0.6032100223,-1.227432686,0.7368456787,-1.37E-09
158,0.1930452434,0.8215221285,-0.04612316594,0.4700720798,-0.3787019973,1.64E-10
159,-0.7399151368,0.4424795184,0.4829266196,0.4613324085,-1.892729195,-1.31E-08
160,0.8536612709,-0.6547066376,1.37896576,0.3748198776,-0.4193764385,2.44E-09
161,1.969984476,-1.144382307,0.8042116685,-0.01746515157,-0.8492486615,7.59E-09
162,0.6436737648,1.988584179,0.7977450981,-0.46429368,-0.402123451,-1.52E-08
163,0.5649171035,1.128915441,-1.673271735,0.833858755,0.970919507,-2.65E-09
164,1.308002169,1.130455024,-1.178268883,0.3558422338,1.092083643,-2.80E-09
165,1.507711846,1.570887476,0.6466454175,1.811801866,-1.710952661,-1.26E-08
166,1.488083442,1.919436232,1.847393839,-0.2458508626,0.3712839819,3.92E-09
167,-1.339071137,1.684575996,0.08729386048,1.904644608,-0.2027125943,2.34E-08
168,1.420647669,0.9997291879,1.117278874,1.901825706,-0.7282083629,3.23E-09
169,1.618253631,-0.4214220903,0.3131496896,1.041104684,1.418710344,5.41E-09
170,0.8696652435,-0.5801273546,0.2551378528,1.949846419,-0.2447801499,-2.20E-09
171,-0.3392588245,-0.7695659232,-0.2949180769,1.958507673,-0.546340921,4.93E-09
172,-1.624086381,-1.264932648,-0.5524334893,1.881359216,0.3572258556,2.11E-08
173,-1.552108118,-1.435801239,1.28431431,1.54353095,-1.061265868,2.79E-09
174,0.4503548267,-0.566714831,0.6790061422,0.879149071,0.9669476095,-2.79E-10
175,-0.2249656703,0.6183101402,1.155567262,-1.18845502,1.665696336,-7.13E-09
176,0.1376634601,-0.448910635,0.1452139167,1.646894456,0.1465334267,6.75E-10
177,-0.02285492203,-0.7797169561,-1.396628999,-1.838886174,1.767442951,3.79E-09
178,-1.870450299,1.203571346,0.8956320656,-0.975914248,-1.014296938,2.61E-09
179,1.771768473,1.660682516,1.76054328,-1.871499407,0.8470965353,5.06E-08
180,0.9333983245,-0.1691891329,1.851260324,-0.006593191284,-1.250313227,8.60E-09
181,-0.384041481,0.05947737372,-1.266624852,0.2107450707,-0.9415402718,1.38E-09
182,1.45950036,-1.624660515,1.816234765,0.2818959501,1.10138907,2.33E-08
183,-1.063326714,-1.27858717,0.6127883258,1.660221669,-1.960616761,-1.86E-08
184,-1.30971762,1.231772141,-1.5772208,0.6550862862,0.9075144067,4.75E-09
185,1.187630254,-0.710105192,-1.76398651,1.755852958,0.6956828453,-2.82E-09
186,1.7375074,1.639797544,1.59500135,-0.7669406003,0.4255498402,2.03E-08
187,-1.425048846,0.9294420906,-0.9119032001,-1.732152361,1.770255509,-1.65E-09
188,-1.387546217,-0.9229183028,0.362358631,0.4407143049,-1.384103481,1.44E-09
189,1.927975279,1.208680913,0.2772353691,1.597911384,-1.215604917,2.68E-09
190,-1.780777706,-0.5503530164,1.479610854,0.01073505074,-1.68941809,-3.44E-09
191,-1.884871403,-0.04981572739,-0.3337909886,-1.767474883,-1.163278126,-2.41E-09
192,1.250299139,-1.897971024,1.198807355,-0.1231660025,0.3588182412,3.19E-09
193,0.5640054819,-0.6611986754,0.9623933716,-1.854860963,0.1663200555,4.55E-10
194,-0.07708625893,1.352926252,0.02391901543,0.7906710012,0.6483469591,1.12E-10
195,-0.5472432156,-0.8513909462,0.002939624577,-0.1762152569,-0.6222878151,-5.49E-11
196,-1.578475147,0.6004142476,0.4434639366,1.542464429,-1.47803128,-4.17E-09
197,-1.256963238,1.80908916,0.6634424631,-1.790539571,0.009095538762,-1.43E-09
198,-1.894003341,-0.121699299,0.07394647321,1.722080252,0.441141003,1.32E-08
199,0.4787469712,0.09326452264,-0.5788911353,-0.3093935933,0.1178056383,7.16E-11
200,0.8634729078,0.9092515473,-1.672051621,-0.5530124299,-0.8135489773,2.10E-09
201,0.2820595604,0.5755321066,-1.9055726,-1.424535484,-0.6457063796,2.63E-09
202,1.174249412,0.8330121563,-1.313490942,-1.711554039,0.8418279949,2.19E-09
203,-1.667182759,-1.698192563,-0.1796316934,-1.151335294,-0.9316875259,-3.98E-09
204,-0.104254323,1.88482128,0.2058817476,1.80371189,0.4002287002,9.07E-09
205,1.090917395,0.3934360819,-0.7793650072,0.9568304467,-1.45550917,1.06E-09
206,1.00646505,-0.6928019808,0.3454098713,-0.4425566349,0.8655994015,9.53E-11
207,0.5319558357,-0.4374828193,0.101281449,1.691605986,-1.134877227,-2.51E-10
208,-1.816709202,-0.5073483436,-0.4191775698,-0.4702756785,-1.426492555,1.83E-08
209,-0.4489667594,1.603609956,-0.6326603215,-1.965424714,0.06808172431,-3.15E-09
210,-0.5103052153,1.159646801,-1.842722049,-0.2729298472,-0.4709763414,3.75E-09
211,-1.592430448,-0.5590643248,-0.9184268545,1.370847609,-0.7466083297,7.05E-09
212,1.987244812,-1.275558514,1.050176603,0.4289872649,0.5776962665,1.82E-08
213,0.1220736285,-0.8904138224,1.982674206,-0.4841384975,-0.9685377262,5.73E-09
214,1.830382464,1.855251975,0.9749609365,-0.4429993537,1.460645094,7.54E-09
215,0.2546388778,-1.420734739,-0.9525446668,1.411878779,0.5425770746,-5.42E-11
216,-1.13653093,-1.704537683,0.1616311458,0.4989893896,1.130111063,-6.06E-09
217,1.253320892,-1.369653753,-0.6797798505,-1.70814855,1.438404692,1.05E-08
218,-1.437844884,-1.773089665,0.143470731,-0.8634295291,-0.8670011623,-8.08E-09
219,-0.8268711849,1.924684842,-1.262753472,1.929465788,-0.2895071403,1.52E-08
220,-0.3617069121,-0.05332356899,1.06253126,1.567888947,-0.6508670567,2.59E-10
221,1.021525155,-1.436896895,-0.03546844072,-0.3147112065,0.6332035136,-2.44E-09
222,-0.1306146105,1.502272401,0.1902173298,-0.19737047,-1.395108393,-4.28E-09
223,-0.2044991024,-1.871777699,1.672042554,-1.432307802,0.5490837592,1.55E-10
224,1.047539359,-0.4721164869,-0.2821415498,0.07829099629,-0.1870305699,3.31E-10
225,-1.809419009,-1.661529189,-1.179631989,1.4636621,1.459972139,6.45E-09
226,1.645799253,-0.04956180043,1.694691968,0.9448708622,1.973393843,2.37E-08
227,1.318531515,0.632425637,1.458504981,1.596318482,-0.8689671494,7.79E-09
228,0.6718706177,-1.942340187,-1.336775059,-0.4527313209,-0.6800590508,-3.32E-08
229,0.7640092637,-0.2017153619,-0.5944618789,-1.066096125,1.483548945,-2.09E-09
230,1.920424684,-0.4039285253,-0.259170502,1.373005313,0.03007156721,8.96E-09
231,-1.705739433,0.3092384817,-1.358061658,-0.00225471073,1.203006968,4.21E-09
232,-0.2818932937,1.493568282,-1.179267325,-0.8136225852,1.72200051,-8.92E-09
233,-0.7524822569,-0.6401125448,-1.684242388,-0.2288074538,-0.9558058951,3.70E-09
234,-1.34781331,-1.384328096,0.4376719229,-1.844173153,-0.6728653133,-1.11E-08
235,-1.212635595,-1.275215785,-1.6491169,1.418712465,0.3152275928,8.44E-10
236,1.925736637,0.4396441149,1.801356149,-0.2700334455,1.661691935,4.15E-08
237,-0.5647349124,0.6236620575,-1.382468174,-0.3359289538,-0.5799119757,1.24E-09
238,1.007155323,-0.07990043049,-1.63486899,-1.174400802,-1.248410532,4.86E-09
239,1.309434022,0.1789851111,1.796241847,-1.050102331,1.214821612,1.40E-08
240,-0.9013245398,1.048736799,-0.7533569752,1.995505029,-1.261424983,-5.54E-09
241,0.8236266773,-0.4253463438,-0.9093280389,-1.986484613,0.879321247,8.42E-09
242,-0.6300991233,-1.568150208,-1.721416529,0.3557440903,0.08262141494,-5.49E-09
243,1.682005743,1.500661395,-0.6732107603,-1.568288257,-0.4474253163,6.27E-09
244,-0.9463165326,0.5242846951,-1.180934605,1.697167108,-1.586331092,-1.20E-08
245,0.8922156824,-0.206772559,1.700026597,0.1518264422,-0.2434196422,4.33E-09
246,0.2070986769,0.09986201302,-0.7352439193,-1.075046258,-1.704660144,-5.58E-09
247,-1.124328061,1.184529537,-0.6418841474,-0.1096254017,0.6333228122,1.19E-09
248,-1.717975869,1.048662071,-1.117312691,-1.860193397,-0.2423480697,-6.25E-09
249,-1.727051929,0.6854628963,-1.980109998,-0.1717729293,0.258300138,1.36E-08
250,1.726376607,-0.2384930368,-0.5341417888,-1.080583958,-0.7925188007,7.56E-09
251,-0.8504172311,0.7278833892,0.3985097632,-0.7268882796,1.95305272,-1.20E-08
252,0.3228994646,0.7677256787,1.560393697,1.496438511,1.911999174,-1.80E-09
253,1.857540881,-0.07851545329,0.2231576811,0.1774832202,-1.071557139,7.55E-09
254,-1.664766266,-1.35713766,0.9328192198,-0.2745381744,-0.2161389184,1.54E-09
255,-0.166503233,1.540982972,-1.246418707,0.274636916,1.846743981,-1.24E-08
256,-1.349225826,-1.143700361,-0.6381365654,1.153428467,0.4983623167,3.64E-09
257,-0.1866821147,1.139757394,-1.627437964,1.52997251,0.6834534182,-3.00E-09
258,-0.167937527,-1.692885105,1.160209074,0.3412450558,-0.04252269892,2.75E-10
259,1.668051267,-0.1479692928,0.5692268218,-0.3936101144,1.317828157,8.96E-09
260,-0.07812727718,-0.07752780292,-1.046354284,0.8610898639,0.4089409849,9.91E-12
261,-1.913122693,0.4229512392,-1.736819255,1.529030743,-0.5517922508,1.35E-08
262,-0.8506786671,-1.35241756,-1.0028186,-1.100452879,0.07779514556,-3.96E-09
263,-1.292262926,0.7569185414,-1.483228276,1.490153868,-0.3383748358,1.02E-09
264,0.4174024446,1.251198846,1.412392498,1.234364408,-0.6209421903,3.17E-09
265,-0.5146894289,1.092124479,1.565283848,1.403982839,-0.5219603036,1.83E-09
266,-0.04407055132,1.356250028,1.693813655,-1.469632194,0.3586001981,-4.13E-09
267,0.3023701416,0.02111984598,-0.3916087275,-1.692468449,0.603842516,-3.34E-10
268,-1.049959866,0.2898798704,1.4851863,-1.4772104,-0.807159579,-1.19E-09
269,-1.085880311,-0.01108757465,-1.697357917,0.1056553301,1.603493416,1.92E-10
270,-1.876949304,0.08916927748,-0.5077972847,0.61916627,-0.4311280137,1.06E-08
271,1.182520457,-0.9558386668,-1.510987855,-0.2993450214,1.774522627,-4.67E-09
272,0.4625643878,1.03285774,-0.1550184712,-1.985774093,0.5712353573,-2.87E-09
273,-1.62941692,1.243895758,0.7154448173,-1.492630191,-0.9296054162,-2.67E-09
274,1.655979911,0.5047888611,-0.4737775565,-0.7205120367,-0.6742288578,7.36E-09
275,-1.121736777,0.03624849554,0.3568224512,-1.924437309,1.980918199,-2.83E-08
276,-0.7042435194,0.4349219303,1.504893173,1.535109833,-1.56600662,-6.16E-09
277,-0.9458688334,-1.516177521,1.187224246,0.05401769652,0.3595858284,-7.23E-10
278,0.4289483771,0.6608148061,0.5233283517,0.2722410584,-0.8311844058,3.70E-10
279,1.56998439,1.015320314,0.258916002,0.3927396589,-0.7176708927,4.06E-09
280,0.874320407,1.556850237,1.697817233,1.841781182,-0.9554648465,1.38E-08
281,-0.1384811295,1.081951384,-0.6110266769,-0.03566268889,1.373745605,-1.32E-09
282,0.1797087325,1.880069195,-0.2126378289,1.457659057,-0.4703651593,-7.41E-09
283,1.327179188,1.955387181,-0.2238092845,-0.5174026854,0.8080210823,-1.39E-08
284,0.779019949,1.777048741,-0.9566504146,-1.693512879,-1.045007195,-1.66E-08
285,-1.337493744,-0.8640758866,-1.311577416,-1.123788081,1.628691726,1.05E-10
286,-0.4744264767,0.05264370944,-0.6736823681,1.079782393,0.9429208481,-4.27E-10
287,1.573416135,-1.412189618,1.500298166,0.5829965324,1.671991863,1.86E-08
288,0.5433465587,-1.406671204,1.197944683,0.9980434081,-1.660695278,7.07E-09
289,-0.6735454312,0.5044780651,-0.2021254816,0.6112890004,-0.6267434109,-4.03E-11
290,-1.541716909,-0.7467428638,-0.4455436162,1.440036402,0.6575931503,5.10E-09
291,-0.8760144409,1.81622057,0.7908775544,-1.87439865,0.2911450097,-1.94E-09
292,0.53112124,0.656552428,-1.584713579,0.6594419637,-0.1826131305,1.36E-09
293,-1.354185915,0.8755935344,-1.795986837,1.636207387,-0.6270063028,4.23E-09
294,1.342515102,-1.509511675,-1.101102138,-1.243551647,0.08817892921,-5.11E-09
295,-1.582823974,0.8406009155,-1.401438148,-0.1909843627,1.904171803,-4.38E-10
296,-1.287310821,0.9466114243,1.211864744,-1.15946561,0.8910573272,9.24E-10
297,1.662156586,-0.2202032959,-0.7169348066,-1.579729348,0.4186690343,1.33E-08
298,0.004731388981,1.132853537,-0.7323879823,0.06463858687,0.7462330559,-3.83E-10
299,1.675480627,1.462561104,-0.8333587872,1.873089986,0.1294761425,-4.92E-10
300,0.8339795619,-1.980787128,-1.894143504,-1.635851961,-1.95370353,-1.10E-07
301,-0.6785181069,-0.9211263836,0.1953862213,-0.5593772418,0.1612530708,-4.07E-10
302,1.844458798,-1.116773446,1.3615504,-0.3046756401,1.155113699,2.07E-08
303,0.6650754565,0.5743025239,0.596290648,-1.036517948,-1.668754706,-3.65E-09
304,0.872266043,0.6641234595,-0.4224487028,-0.5302624742,0.8130448897,-7.66E-14
305,1.755843207,0.3135945419,-1.371745172,0.8729668456,0.9384345556,2.72E-09
306,-0.2233824733,1.813110542,-0.11734648,1.336657627,1.210068327,-3.83E-10
307,-0.6754008639,-0.04465895563,-1.629294405,-1.43736177,1.886796488,-4.65E-09
308,-0.9703138226,1.063766346,1.717721444,-1.711077307,-1.939921088,-1.52E-08
309,0.875525181,-0.2540766826,1.677469783,1.188375419,0.06246364479,1.93E-09
310,-0.02048046329,1.237833998,0.7512958342,1.784053677,1.319382334,1.11E-08
311,0.5233199927,0.3459620768,1.594296286,-0.3879951687,-1.530729997,2.47E-09
312,-1.443624245,1.293774774,-0.4662666912,-0.9773378977,1.520306335,7.09E-10
313,1.686550014,-1.278136051,0.137410847,-1.113589049,0.132563583,7.61E-09
314,1.172158879,1.339227513,-1.922560205,-0.4453534584,-0.8205647507,6.32E-10
