ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
102,-22.7370146,-48.42221791,38.159575,-4.722418846,-68.44425018,0.1632184095
103,-18.16819337,-18.74078505,24.19882366,-58.60278359,-38.17351251,-26.38727037
104,0.899235812,44.35539778,-53.13509919,3.514857756,-1.075348389,-69.49445858
105,-15.70851783,-61.87015624,32.1346588,-22.7274341,-70.59041802,-17.0914328
106,-25.70893908,74.31973244,41.64398012,19.41987685,-42.36590271,-56.76925652
107,-58.53801267,57.99448898,17.08057556,39.81320705,-80.62893231,82.20934642
108,2.818938613,-53.74134598,-76.0102847,83.19332246,66.32590289,48.34502432
109,13.97620919,-48.46481885,-67.02588022,79.34650368,65.3176781,43.8016428
110,-66.12524406,50.63107361,5.161138856,24.10390991,-74.17466452,74.81420458
111,-6.403435369,-42.49978542,31.61821029,-56.32395803,-33.47032133,-14.24572891
112,-19.21532316,56.55801464,31.14468914,8.532265397,-57.71066666,-40.42114384
113,-76.43727519,55.3294018,18.41345238,27.33025899,-68.64311084,78.31307317
114,-35.33042522,-60.75491815,20.98479063,-6.18285105,-59.56344309,12.02234019
115,-12.63549811,41.43195812,-45.9004369,1.24872125,15.89296832,-73.08466505
116,-66.05171927,41.92242508,13.52395816,26.07059441,-74.4465695,66.79968263
117,-71.64303211,56.28743564,13.24572771,42.13558697,-68.17248276,78.00890074
118,-17.2894119,47.61694328,-38.86117255,1.849962344,17.38112581,-67.38511965
119,13.5864418,-44.65833003,-63.48777351,84.39112668,70.18120387,47.2229112
120,-18.84350633,-69.75404744,30.93907441,3.815209239,-59.04368015,-5.322296439
121,-51.1662061,58.00150325,21.213738,30.28493337,-69.19046462,73.3284744
122,54.33591164,-44.02999028,-49.01611053,-45.67111714,-30.46247858,0.7043630903
123,-12.57366788,84.8836642,31.82462454,5.604785709,-53.59110371,-34.9188785
124,-12.67059609,-38.08186348,7.310330045,-56.74776983,-34.70018004,-26.05314142
125,-10.27376299,-30.27214497,21.17224019,-53.32492654,-36.79466444,-21.95715334
126,-24.5262701,-74.30905735,31.89094117,-17.55875532,-50.01422863,10.70948047
127,-13.51498263,53.93205602,37.37636895,20.58946292,-63.32323309,-44.97056557
128,-11.89898055,-35.00421495,18.72208388,-63.19914558,-32.73164131,-13.17183604
129,-11.34108301,48.26583053,-63.51511858,5.967950304,9.1175804,-75.13723351
130,18.39719137,-62.18652498,-70.1435163,75.14108313,72.37792034,49.42900053
131,-19.12849627,49.12209715,-18.41216023,-13.35122299,22.3860995,-60.52777135
132,-17.74868726,68.20233257,29.13574268,18.73494671,-45.75600185,-46.85473035
133,-70.67509796,50.32148467,15.20002479,40.13522572,-73.05853622,72.56489979
134,-42.44437512,-67.56784936,30.95563908,-4.262369241,-65.15516764,6.025322282
135,-29.25615739,-64.54423257,42.01200129,-1.197715563,-44.9479374,7.850259891
136,6.823650092,-49.92655602,-67.84116084,79.96621068,61.01820813,51.01988832
137,-61.69037153,62.39444171,17.06515674,26.7910678,-65.14561765,63.89851501
138,19.35307526,-48.15509539,-68.64890085,67.37258873,60.23084172,48.17299233
139,-72.26701184,66.47499242,6.098738907,25.73210555,-63.92034083,70.3581499
140,-6.344595027,-47.96375263,16.95749839,-46.86029579,-27.66539733,-17.79260519
141,-11.39907194,58.97755453,37.29399387,25.17477889,-43.64351726,-50.464474
142,11.67879732,-43.52051136,-61.09994388,76.40837712,76.40232544,50.0859375
143,-57.26756483,57.59974354,20.74438864,24.30310356,-85.18813756,79.92592844
144,-18.74541294,-31.69223115,17.11388653,-46.25614178,-29.34441088,-34.58396294
145,-16.81965006,-20.15778825,9.136394968,-58.42576606,-21.3051413,-12.52560379
146,53.27552424,-50.74416338,-43.91722045,-46.50465497,-25.98064226,0.1171343222
147,-25.05106303,61.71893395,40.44764154,15.09091709,-41.85177281,-61.81837342
148,-10.98053283,38.98072141,-46.80544641,-3.079639745,-1.16153118,-74.09666477
149,-10.68007968,-44.58795883,16.59443811,-63.36216071,-19.18847228,-27.43010405
150,47.00385799,-37.80008448,-52.52259341,-53.2212998,-28.72010883,13.2383737
151,27.59394418,-39.65882391,-61.32672586,79.9280647,79.45498217,49.08298157
152,-28.1220474,-63.46696802,22.45236747,-13.48177767,-48.12904857,-0.9059113178
153,-64.76258828,50.64430447,8.453382188,38.56146863,-69.27759624,71.30008425
154,42.26592515,-40.08721018,-43.10302419,-51.78415287,-37.63863457,5.230083194
155,-70.33567473,59.12975596,10.79179622,34.27780945,-58.78108409,67.84209978
156,-5.013634127,-32.33156625,20.55888562,-53.3956902,-32.4317606,-18.8463609
157,-20.79080816,-25.47833811,1.15648939,-57.03515919,-32.26639907,-10.53675948
158,-0.9956305717,37.59359441,-54.82508646,-5.79924797,16.06250921,-72.20286378
159,-55.7855029,71.1864429,22.67391332,23.68058048,-70.9807414,76.48646031
160,-13.39861181,-27.51258313,16.35044037,-61.00555003,-32.79414406,-15.43719157
161,2.104710229,53.70706634,-38.02173151,13.4902141,18.61024191,-68.19123439
162,-6.317655797,51.3412509,-50.7215409,-1.36026567,12.87991493,-71.7700904
163,-3.084260497,-22.08224141,14.37238714,-50.15307673,-25.66791953,-28.60716957
164,5.803439057,42.08142847,-48.30954262,13.07739697,21.5373463,-62.68604695
165,-14.06499693,55.62922822,48.02252001,18.6084744,-59.63663131,-47.51528655
166,-16.56415138,46.96415022,-52.48767954,1.429657141,10.19606606,-66.36603416
167,-62.57368565,65.40666888,33.28268628,25.49954267,-68.91543221,75.58322507
168,1.024571909,34.60810713,-48.61526124,-1.154053878,11.97542638,-72.76342664
169,52.1885023,-55.36118944,-48.01570758,-54.67632905,-29.94489715,0.9717521589
170,18.71938765,-52.11309076,-63.36884651,64.02096269,68.18969394,56.71244027
171,-15.45707188,67.00131699,34.92576044,16.22769792,-58.30590207,-51.50427407
172,-60.80098305,61.02421174,17.4020867,28.89151064,-80.30004659,73.1243203
173,-13.24348775,-40.95190563,12.40638578,-48.57641402,-30.29655712,-31.33654909
174,53.16403126,-45.65764886,-58.12565755,-54.85702834,-31.06116697,-9.446174899
175,-25.93366997,-32.66092304,8.556029465,-61.65613476,-27.93240831,-18.13126107
176,-19.58776368,67.9362586,34.61302074,10.17864651,-57.44602475,-60.53871329
177,-20.04484027,60.73663427,50.39797155,26.35450331,-48.22050046,-58.66366031
178,10.73098671,-58.42220114,-65.06919669,63.7572576,63.69434797,40.25832455
179,-31.43237658,63.97258582,27.55930765,1.08834749,-52.99353543,-58.56159872
180,-8.462371754,-47.10572088,22.21109894,-63.25604902,-34.52641846,-22.37565387
181,-71.44143723,56.89592779,12.51574745,19.56222667,-78.38117816,76.67055504
182,-15.98631731,72.9482943,43.14853639,34.51102684,-50.2262176,-56.53958925
183,-3.014407009,45.50603067,-42.87447116,-12.21610817,21.58693234,-69.89104247
184,12.5277432,-60.4316759,-67.39638206,55.76789517,75.47741176,45.5005537
185,-6.787015034,47.55260618,-43.10895768,-1.931860783,-1.691470722,-58.18541282
186,-9.132941387,46.11149654,-47.75264405,2.388756251,2.577182602,-57.57389432
187,-13.45559602,34.93453003,-47.25202625,3.166145301,12.97789951,-68.8215697
188,11.69832054,-47.11903778,-61.19190316,77.72860657,62.51933759,48.04960267
189,-18.43342749,74.68332139,26.37627912,28.12702659,-50.81240231,-49.71165206
190,-1.198304812,44.62479795,-57.90279307,2.067264405,15.47755224,-61.42738221
191,55.04436515,-43.02996163,-53.78464167,-48.36637397,-16.37888107,10.24930086
192,-4.617330098,46.4708492,-47.50258742,0.8014126727,4.091495721,-74.66694706
193,7.223941688,-42.97479474,-69.13316445,69.83124472,62.6806452,51.78506751
194,-70.36342393,62.57805653,28.7203091,37.83609214,-69.03641842,60.5465859
195,-69.76578548,57.71896342,15.54611419,26.26608889,-77.09953718,74.66876357
196,-64.49379465,66.80909478,20.95317339,32.04143275,-78.53113262,91.32565679
197,-26.77255564,73.85592046,22.12043311,15.82638106,-49.33656016,-53.61063255
198,-9.932964,47.96303597,-47.34029636,0.5383499157,17.73904982,-69.0421327
199,-33.75682669,-61.46431963,33.15938064,-10.21119765,-65.73357356,-2.915447534
200,13.62429668,-59.79607166,-69.56072865,61.39281911,67.63959287,41.48283561
201,-23.82544931,75.90488408,36.12615891,17.07355252,-42.27385039,-49.42199357
202,-43.36714316,-66.03909411,23.80900646,-12.25141755,-55.90890215,-3.818415932
203,-12.33264541,66.388661,38.55317767,15.02403732,-59.2990424,-50.7063289
204,-1.101551589,35.30229772,-47.26124201,3.378887975,9.297745471,-84.90592685
205,59.11436047,-45.35622592,-51.809341,-56.94656129,-29.72224051,10.3395422
206,23.98683276,-56.88271038,-76.13842985,69.62932003,76.3884396,53.81314873
207,-85.12612489,52.07963443,6.154403993,34.40504839,-67.100419,72.3018369
208,52.89918165,-57.63464343,-52.56539966,-53.92607358,-22.206583,1.27717182
209,-18.0848803,-64.59609928,25.73330838,-17.50477657,-61.02247362,-1.217621145
210,18.08806479,-44.94600684,-85.36356188,58.80414929,72.70245206,48.72165784
211,43.0512659,-47.94876615,-45.44501109,-55.51108696,-35.15539751,19.14225469
212,-35.85303955,-51.74891627,19.31801613,-12.59163732,-48.90247237,-4.871198065
213,-5.624142497,70.66772132,41.01650142,17.18712007,-54.59390533,-53.11046512
214,-31.68515617,-71.54580571,27.49632651,-0.5833740202,-61.00362129,3.366277142
215,-71.05619229,39.7326789,20.43761181,27.58999551,-74.56429784,77.10387529
216,59.50513262,-45.59321488,-55.35836296,-50.07086999,-39.41826454,3.879974675
217,-58.47727229,58.08682715,17.53483677,29.49645685,-80.33269973,65.54049233
218,-13.38393599,42.80649513,-42.84348531,0.40860671,13.01638955,-66.6444465
219,6.97531523,-53.24854157,-55.80963223,68.74218305,71.74622888,57.66431575
220,-30.54589546,-70.29682853,19.6350398,-13.62448173,-48.0142753,9.94749474
221,-25.36314968,83.69094039,49.75803016,14.51222851,-55.06019706,-57.82130026
222,-17.76479271,78.36206388,29.06085237,10.4544406,-58.38174549,-47.16550119
223,-38.72590577,-62.70236232,33.27910139,-8.401247802,-51.29980909,-7.067988992
224,-64.42020924,61.15201667,18.16890695,38.16835354,-78.05132949,74.20945796
225,-8.29448473,40.96959807,-44.15052661,5.919419859,10.33462957,-75.95096025
226,0.6442514431,-32.94615731,13.82554491,-58.29647462,-33.07407304,-25.34656379
227,56.94916532,-44.80936954,-37.48017893,-53.99447785,-30.11888697,4.075895236
228,-59.46411571,67.13336537,21.14579141,25.39845819,-80.5864376,64.73288295
229,-74.69019582,67.5856193,16.05426165,33.06326342,-59.39884651,65.89194501
230,-28.87535875,-73.8848198,31.39195534,-13.37244457,-60.23131912,2.141730793
231,-67.56327661,59.73043141,13.40500448,22.87965391,-82.25726147,72.12427474
232,-13.01303923,65.12762815,50.73118077,13.39724272,-51.94418338,-62.51856543
233,9.243505189,-51.81229819,-69.63930355,72.8734782,73.00469436,42.51054006
234,-0.5417922626,-58.91281643,-59.71764308,63.91015897,76.9041082,48.97200993
235,-17.155873,67.92096377,37.3402862,19.90419801,-50.91109177,-57.504698
236,-31.45731247,-65.4175702,27.56764501,-12.14785185,-52.6607549,-1.970625218
237,-36.79979102,-52.88313855,19.60315722,-12.42508179,-49.33880025,-4.551503651
238,-0.3051676795,42.40631512,-48.14198653,-3.658955832,7.640703513,-66.86302431
239,-6.64156164,37.69553468,-38.45257847,-4.428983805,12.62861481,-60.14372993
240,-17.57856391,66.67190858,32.7238063,3.259905226,-54.70880882,-56.33662089
241,-18.33876772,64.81396444,42.08034972,9.423849491,-47.41765431,-59.0844228
242,62.12913889,-42.57123831,-52.57194983,-47.42116211,-29.24380664,5.203484715
243,-20.07681646,55.05628461,44.86975803,29.68661477,-54.21040865,-59.26250823
244,-25.86166281,-71.01799501,31.91461061,-15.5671155,-59.21830807,4.774708762
245,17.80803559,-50.51199185,-62.30081663,77.62623871,77.85969388,36.75210594
246,44.7622666,-47.36058709,-53.89804083,-38.82005372,-34.05360464,3.551482469
247,-25.53607279,70.43498327,31.23843038,20.70803452,-49.08101937,-32.42507772
248,-10.41032259,39.36474809,-56.51080578,4.516199139,12.94001896,-77.39283427
249,41.92962151,-53.95676962,-43.46293731,-46.3366242,-32.61904621,-4.531859883
250,7.027245876,45.30140645,-53.23838227,1.607657698,11.4469128,-76.849229
251,-0.2351444072,-16.43531614,19.69039445,-52.68114368,-30.22910491,-26.40728812
252,-25.77971856,-55.94873307,25.56582012,-12.45428278,-52.91167326,1.963743618
253,-27.85582402,-60.6198028,31.72013629,-12.147449,-72.8185217,0.8369055449
254,-3.404152662,47.14372823,-58.33594911,1.408044453,22.65975841,-72.43094895
255,50.11977502,-39.31670677,-43.89601011,-46.99973373,-25.03905919,13.5015094
256,-0.7963353196,43.26242064,-44.4080315,-7.842827487,11.48668449,-63.99403682
257,-3.597505603,73.30757481,43.43006613,27.82224021,-58.78496443,-65.97984398
258,57.89835536,-37.31674146,-45.78648923,-45.26629394,-29.87426269,11.07084034
259,10.51912455,-54.12097967,-74.04098684,65.36372334,70.17661444,46.32560706
260,18.66438883,-42.51713352,-70.28405682,75.57268972,74.27945489,52.8950352
261,9.995462352,-58.1460397,-66.10307429,65.15150924,79.01256988,45.34807342
262,7.481357942,44.24652106,-30.69934019,2.635249069,12.90988727,-70.6663416
263,16.81943055,-49.19957908,-62.68552314,59.6914017,73.36574564,36.9183603
264,-66.99541506,55.60152056,21.56769245,35.72836603,-78.22266285,84.58416229
265,-73.45827879,52.42235671,12.18752037,27.93218535,-76.69899974,73.74817237
266,-40.37424808,73.40825903,37.4326676,7.561947719,-59.87190658,-59.76504991
267,-65.73021596,48.9415972,21.02472009,25.4953912,-77.70735446,73.24418253
268,-27.84646785,-58.78295456,21.7584057,-0.1445819255,-62.96023874,0.940924637
269,22.64684891,-54.42556563,-67.46733587,68.79348786,69.66036695,48.78718485
270,-9.711574034,60.52874613,31.05147535,11.26178267,-53.08294514,-54.87461172
271,-8.17406408,56.15950993,-46.96528558,2.131801079,10.65563889,-54.117974
272,1.547305503,50.35241628,-45.96632074,-1.778224135,21.9060456,-71.53092903
273,-74.3250705,60.75635089,20.50220246,43.98360882,-71.2699924,79.54895131
274,-70.82638428,69.27940855,22.12709825,22.05002438,-77.63201059,71.13434421
275,51.3123903,-50.41849267,-39.83989589,-55.17598186,-17.14028374,15.28346704
276,-81.48535015,55.65927959,18.05125596,41.31471661,-72.11645661,78.84453703
277,-1.69621205,35.27761377,-49.67722871,-15.57461994,15.63507547,-75.62001759
278,-73.03796088,49.32476285,19.64253601,34.03482774,-78.02030635,69.37098854
279,-28.46969453,-53.38814064,17.97510425,-4.631688465,-63.61874298,4.065654618
280,29.56208286,-52.76379328,-69.28041424,74.89659865,68.58716034,53.97064939
281,-38.63103282,-77.01174088,34.54372343,-8.719786662,-51.20492485,8.922686119
282,-71.49502045,63.01365219,17.85504292,23.76126871,-67.37207344,63.2325561
283,-0.2701311699,45.15776641,-44.14617453,-8.704711265,10.15868982,-79.20429283
284,-8.732281782,-40.15998344,6.408546389,-65.69867601,-39.2198219,-16.1906215
285,17.87423403,-51.9394281,-62.06667473,54.80363418,77.69582162,41.25964595
286,-25.79270823,75.95030441,32.37976016,15.17117557,-50.91098103,-67.68371234
287,-15.11372701,71.00094508,44.47299899,16.92639154,-58.56342744,-54.20161714
288,-35.13976478,-71.09109622,33.57568132,-14.23347514,-59.4678097,8.417208466
289,60.49435765,-64.97339379,-38.42032515,-33.1726222,-36.37292255,0.3874442791
290,-17.48120966,-66.5776539,36.84089742,-12.51366242,-60.43829716,-6.777220657
291,52.19892878,-34.85161919,-55.94269208,-57.87535871,-27.86245951,7.543160932
292,15.24715716,-54.72443008,-73.24544994,65.32737567,70.05668951,41.50718933
293,-78.95964572,59.41268862,16.25920938,27.14505409,-68.80505867,66.76309511
294,-10.78298394,39.75810602,-44.32588976,6.218974643,32.66345273,-72.73905923
295,-8.249582679,-28.23825922,28.32001818,-60.1021385,-32.32770934,-21.92042092
296,-9.834150076,-35.29512378,27.83293404,-51.83866372,-33.42352817,-18.48571365
297,-70.68267271,54.88092493,17.72162585,33.72221354,-80.35336213,71.51419806
298,-2.702996522,-20.9296058,17.63659842,-51.89472582,-44.15245356,-25.66502741
299,-69.41988698,55.60858065,10.95216161,37.30484292,-80.89379944,63.27572157
300,52.89687769,-37.42163882,-58.8786459,-54.39577835,-33.80685987,12.89839651
301,53.49265121,-50.50056717,-47.16995829,-41.980406,-40.5393241,-2.848434218
302,-20.81285718,-39.36713023,14.5884744,-55.99566895,-34.89818142,-12.33305598
303,-38.95851382,-76.50172424,31.92447937,-3.852264634,-55.30594778,9.499046684
304,-67.38093963,58.24085418,6.894400653,33.0648463,-64.10845792,83.32078641
305,24.4557671,-46.4375269,-65.97700588,71.69693651,72.89650707,48.75037036
306,-60.56790008,60.61269196,13.93171144,31.73405651,-72.80164881,80.03040078
307,-22.79934587,68.13202037,28.79736249,14.9483533,-58.65013542,-60.77516902
308,3.727588538,46.94052751,-46.51959036,11.06599702,10.40977557,-65.40354767
309,-3.419800485,57.87225516,42.55634597,14.41314399,-47.47780021,-52.21416785
310,-16.57457275,-61.88463173,24.89801163,-3.780135204,-55.11877024,6.101970187
311,-71.93572558,56.65876671,13.65992541,35.26186582,-74.56166714,60.6328615
312,8.878092387,-45.51801772,-69.65112957,63.06447292,70.61572097,52.31962714
313,55.34709511,-43.26877063,-44.87959991,-53.37676478,-37.73076025,2.002994219
314,-64.96283415,49.81277014,5.813851526,26.33441901,-59.98662085,64.20023834
315,27.33235129,-58.95303617,-61.0649167,71.49063744,79.80749938,41.88389254
316,68.51601788,-39.52201798,-47.70560948,-52.02102358,-26.25323122,11.91916111
317,-64.51199515,63.68278231,24.25055232,29.15773181,-77.41417267,69.42335626
318,49.36373636,-48.80697655,-52.42072263,-50.92995197,-28.73204959,9.132452375
319,-66.69893042,56.99248258,-3.141520896,34.07939957,-85.38685178,67.28867308
320,-66.60331107,52.65230508,13.58095041,42.67160306,-63.29168882,60.8130297
321,-72.82932558,58.13503681,18.81285739,30.6541141,-71.01360977,78.3409618
322,-4.157378134,-31.25101218,15.00005511,-57.27032674,-29.40847741,-12.65870735
323,-3.276267481,-31.11944546,26.42969591,-55.75751122,-33.09492177,-15.68796561
324,44.2546539,-34.84572305,-40.82636993,-56.55034124,-27.67938031,13.33993444
325,-7.935479184,37.67783841,-52.48810866,1.265312835,11.95968866,-80.21261422
326,-41.1258191,-56.45116575,30.93546665,0.4601455651,-44.82005839,-4.945699616
327,-30.02102818,-68.76007939,15.22609274,-13.82117545,-59.8940395,-0.4889428482
328,-20.05122125,72.16315254,30.56066745,16.4621647,-49.751228,-51.61294749
329,3.003692456,-51.59261477,-61.37854885,73.30176785,71.6166079,40.16683513
330,-68.54853501,64.10821087,15.78246658,34.05978861,-73.89058021,68.91997646
331,-11.91408237,71.89388428,25.83829257,10.3198079,-36.62010667,-50.47186306
332,2.449661048,-42.1924396,8.504646462,-61.66641506,-33.67861365,-11.37091777
333,-59.51421564,55.18127128,14.83379431,32.08176883,-76.91410297,69.90454399
334,14.98706897,-47.3844674,-76.27548409,73.4961761,86.61324083,49.41182156
335,-6.027837753,34.08894897,-47.59872092,-1.148454021,15.00127246,-71.8267812
336,-1.297700648,37.42294128,-40.66148561,8.470559492,17.94089222,-55.24059496
